unit,hhtyp,indic_il,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
EUR,A_GE2_DCH,MEI_E,AT	24201 b	23528 	22574 	21426 	21763 	21449 	19806 	19935 	19736 	18873 	18810 	18274 	18419 	17996 	17350 b	15723 	15015 	14810 	14139 	13479 
EUR,A_GE2_DCH,MEI_E,BE	25168 b	23253 	23907 	22417 b	22216 	21623 	21407 	20552 	20764 	21128 	19345 	18710 	18538 	18117 	17592 	16888 	16797 	15789 	14470 	14979 
EUR,A_GE2_DCH,MEI_E,BG	5842 b	5440 	5220 	4859 	3919 	3879 	3093 b	3441 	2921 	2792 	2613 	2820 	2881 	2850 	2359 	1457 	1173 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,CH	45774 	45113 	42149 	39159 	40449 	41971 	42130 	37466 	36409 b	39404 	37349 	33090 	29120 	28246 	26361 	26797 	: 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,CY	18973 b	17086 	17373 	17051 	15246 	14786 	14582 	14347 	14966 	16305 	17435 	17062 	16698 	17020 	16708 b	16895 	15254 	13978 	: 	: 
EUR,A_GE2_DCH,MEI_E,CZ	12327 b	10664 	10962 	10265 	9342 	8493 	8071 	7549 	7643 	7531 	7659 	7315 	6904 	7280 	5799 	5217 	4556 	4088 	: 	: 
EUR,A_GE2_DCH,MEI_E,DE	24200 b	24084 	26264 b	22669 	23101 	21564 	20587 	20412 	19584 	19667 	19219 	18221 	18228 	18483 	18200 	17416 	13778 	14590 	: 	: 
EUR,A_GE2_DCH,MEI_E,DK	38388 b	34402 	32920 b	34247 	32995 	33464 	32151 	30858 	30084 	28357 	28523 	27706 b	24723 	23894 	24831 	23973 	22407 	21544 	20949 	20126 
EUR,A_GE2_DCH,MEI_E,EA	: 	19659 	20086 b	18730 	18328 e	17697 e	17203 e	16793 e	16495 e	16532 e	16568 e	16294 e	16396 e	16448 e	16412 e	: 	: 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,EA18	: 	: 	20169 b	18813 	18417 	17791 	17299 	16893 	16495 	16461 	16492 	16214 	16269 	16330 	16033 	14508 	13479 	13280 	: 	: 
EUR,A_GE2_DCH,MEI_E,EA19	: 	19659 	20086 b	18730 	18328 	17697 	17203 	16793 	16389 	16350 	16370 	16086 	16131 	16206 	15902 	14374 	13344 	13146 	: 	: 
EUR,A_GE2_DCH,MEI_E,EA20	20480 	19545 	19918 	18569 	18159 	17527 	17028 	16614 	16312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,EE	16036 	12909 	12337 	11886 	10883 	9625 	9235 	8889 	8177 b	7278 	6430 	5837 	6012 	6546 	5995 	5025 	3973 	3370 	3047 	: 
EUR,A_GE2_DCH,MEI_E,EL	9095 b	8103 	8206 	7565 	7316 	7324 	7103 	7117 	7392 	7420 	9263 	11250 	12144 	12000 	11639 	10655 	10880 	10462 	9555 	8751 
EUR,A_GE2_DCH,MEI_E,ES	15751 b	14412 	15236 	14729 	14672 	13887 	13071 	12560 	12180 	12114 	12980 	13409 	13788 	14081 	13564 b	11341 	10816 	10244 	9717 	: 
EUR,A_GE2_DCH,MEI_E,EU	: 	: 	: 	16897 e	16519 e	15913 e	15417 e	15061 e	14593 e	14221 e	14307 e	13901 e	13764 e	13856 e	13853 e	: 	: 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,EU27_2007	: 	: 	: 	16986 e	16614 	16008 	15516 	15163 	14695 	14317 	14403 	13990 	13849 	13856 	13853 	12801 	11695 e	11494 e	: 	: 
EUR,A_GE2_DCH,MEI_E,EU27_2020	17928 	16985 	17224 b	16091 e	15664 e	15063 e	14631 e	14221 e	13847 e	13764 e	13699 e	13385 e	13245 e	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,EU28	: 	: 	: 	16897 e	16519 	15913 	15417 	15061 	14593 	14221 	14307 	13901 	13764 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,FI	27757 	26063 	26348 	25696 	24244 	23204 	23097 	22953 	22961 	22872 	22132 	21045 	20420 	20115 	19069 	18416 	17891 	16656 	15886 	: 
EUR,A_GE2_DCH,MEI_E,FR	23547 b	23261 	21707 b	21829 	20568 	20282 	20748 	20500 	20060 	20463 	20315 	19662 	19339 	18972 	18649 b	14830 	15373 	15002 	14093 	: 
EUR,A_GE2_DCH,MEI_E,HR	8841 b	8056 	7781 	7283 	6485 	5876 	5240 	4830 	4563 	4663 	4812 	5029 	5432 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,HU	6476 b	5731 	6297 	5441 	4898 	4274 	4035 	3727 	3599 	3596 	3882 	3457 	3067 	3429 	3203 	2954 	3482 	2845 	: 	: 
EUR,A_GE2_DCH,MEI_E,IE	26929 b	25824 	25184 b	24293 	23647 	22414 	20972 	19579 	18282 	17430 	16743 	16694 	17695 	20264 	21588 	21918 	19714 	18573 	18048 	16581 
EUR,A_GE2_DCH,MEI_E,IS	: 	: 	: 	: 	39911 	33772 	28199 	24087 	21876 	20241 	18677 	18051 	17583 	24475 	35090 	31938 	28727 	23456 	21847 	: 
EUR,A_GE2_DCH,MEI_E,IT	17320 b	15680 	16761 	15808 	15499 	15294 	15040 	14799 	14704 	14638 	14791 	14959 	15029 	14994 	14850 	14559 	14066 	13844 	13038 	: 
EUR,A_GE2_DCH,MEI_E,LT	12080 b	10667 	9858 	8436 	7751 	6656 	6272 	6075 	5197 	4733 	4255 	3522 	3936 	5124 	4465 	3491 	2760 	2279 	: 	: 
EUR,A_GE2_DCH,MEI_E,LU	40291 b	37816 b	33318 b	33486 	29566 	31761 	28868 b	31732 	29650 	29077 	27143 	28297 	27312 	28020 	28644 	27462 	27579 	24911 	24444 	22990 
EUR,A_GE2_DCH,MEI_E,LV	10750 b	10324 	9654 	8966 	8187 	7003 	6827 	6272 	5615 	5004 	4783 	4235 	4537 	5858 	5267 	3627 	2804 	2245 	: 	: 
EUR,A_GE2_DCH,MEI_E,ME	3586 	3209 	3323 	3162 	3122 	3250 	2910 	2804 	2720 	2664 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,MK	: 	: 	2388 	2237 	2057 	1976 	1901 	1863 	1818 	1816 	1709 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,MT	20212 b	18520 	17672 	15734 	15471 	14965 	14031 	13709 	12589 	11320 	10236 	9840 	9632 	9947 	9803 	8900 	8510 	8437 	: 	: 
EUR,A_GE2_DCH,MEI_E,NL	32105 b	31169 	29049 	25956 	25337 	25138 	23613 b	22079 	21187 	20690 	20603 	19998 	20271 	20519 	20698 	18744 	17047 	15932 	: 	: 
EUR,A_GE2_DCH,MEI_E,NO	39222 	33918 b	37176 	36704 	36016 	35608 	37661 	38517 	40774 	39887 	37160 	33160 	30727 	32344 	30151 	26566 	26028 	23100 	26012 	27318 
EUR,A_GE2_DCH,MEI_E,PL	7309 b	7071 	7041 	6366 	5766 	5365 	5463 	5224 	5012 	4819 	4858 	4784 	4203 	4975 	4050 	3270 	2872 	2327 	: 	: 
EUR,A_GE2_DCH,MEI_E,PT	10957 b	11416 b	11261 	10415 	9618 	9333 	8875 	8475 	7972 	7825 	8258 	8536 	8845 	8760 	8790 	8513 	8284 	8117 	7699 	: 
EUR,A_GE2_DCH,MEI_E,RO	4842 b	4429 	4000 	3663 	3073 	2368 	2069 	1929 	1787 	1714 	1671 	1717 	1757 	1897 	1805 	1571 	: 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,RS	: 	3607 	3547 	2860 	2339 	2214 	2093 	2204 	2086 	2151 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,SE	25206 	22858 	22088 	21764 	23390 	23698 	22897 	22871 	22967 	22990 	21070 	18832 	16722 	18334 	17306 b	16249 	15176 	15139 	14783 	: 
EUR,A_GE2_DCH,MEI_E,SI	16015 b	14664 	14250 	13925 	12678 	11983 	11749 	11734 	11077 	11004 	11090 	11012 	10931 	10922 	10074 	9031 	8552 	7852 	: 	: 
EUR,A_GE2_DCH,MEI_E,SK	6592 b	6603 	6908 	6637 	5978 	5739 	5634 	5696 	5880 	5734 	6138 	5496 	5358 	5148 	4237 	3520 	2947 	2489 	: 	: 
EUR,A_GE2_DCH,MEI_E,TR	: 	2915 	3446 	3180 	3833 	4257 	4041 	3610 	3674 	3639 	3429 	3603 	2925 	3200 	3114 	2889 	2610 	: 	: 	: 
EUR,A_GE2_DCH,MEI_E,UK	: 	: 	: 	: 	22319 	21766 b	21140 	21326 	20220 	17719 	18958 b	17708 	17661 	16373 	20119 	21310 	19591 	20015 	: 	: 
EUR,A_GE2_DCH,MEI_E,XK	: 	: 	: 	: 	2128 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,AL	: 	2028 	2128 	1791 	1594 	1431 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,AT	18837 b	17402 	18210 	17122 	16878 	17284 	16053 	15855 	15952 	14191 	14834 	14033 	13837 	13251 	12970 b	11541 	12001 	11366 	11350 	10614 
EUR,A_GE2_NDCH,MED_E,BE	14028 b	13186 	14400 	13349 b	12801 	10933 	10432 	10869 	11830 	11703 	11620 	11842 	11464 	11860 	10503 	10362 	9789 	10009 	9193 	7599 
EUR,A_GE2_NDCH,MED_E,BG	3966 b	3906 	3594 	3289 	2549 	2621 	2218 b	2401 	2199 	2185 	2061 	2136 	2277 	2197 	1598 	1038 	917 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,CH	33267 	34350 	35271 	31775 	32170 	33546 	35135 	33069 	32435 b	35858 	34421 	28993 	26385 	26980 	24091 	25533 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,CY	10901 b	9913 	10007 	10055 	9608 	7772 	7941 	7729 	8451 	9830 	11447 	12140 	11443 	12445 	12963 b	11372 	10409 	9304 	: 	: 
EUR,A_GE2_NDCH,MED_E,CZ	9017 b	7687 	7725 	7113 	6446 	5611 	5483 	5101 	5142 	5110 	5248 	5093 	4849 	5262 	4560 	3915 	3398 	3064 	: 	: 
EUR,A_GE2_NDCH,MED_E,DE	17891 b	17582 	19518 b	16341 	14777 	14945 	13909 	12179 	11087 	10643 	11587 	10936 	10837 	9959 	9661 	9456 	5969 	8300 	: 	: 
EUR,A_GE2_NDCH,MED_E,DK	24616 b	22296 	21076 b	20526 	21605 	18452 	16728 	16363 	16089 	15571 	16481 	18083 b	17332 	15417 	18091 	17720 	17364 	16814 	15910 	14926 
EUR,A_GE2_NDCH,MED_E,EA	: 	11341 	12348 b	11719 	11057 e	10937 e	10206 e	9767 e	9423 e	9549 e	10141 e	10038 e	10414 e	10409 e	10218 e	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,EA18	: 	: 	12392 b	11763 	11102 	10981 	10250 	9812 	9423 	9511 	10099 	9995 	10347 	10354 	10062 	8804 	7672 	8170 	: 	: 
EUR,A_GE2_NDCH,MED_E,EA19	: 	11341 	12348 b	11719 	11057 	10937 	10206 	9767 	9378 	9465 	10045 	9937 	10287 	10299 	10008 	8751 	7624 	8113 	: 	: 
EUR,A_GE2_NDCH,MED_E,EA20	12195 	11358 	12260 	11626 	10967 	10845 	10119 	9684 	9342 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,EE	11671 	9339 	9819 	9069 	8419 	7468 	6530 	5882 	4933 b	4540 	4142 	3822 	4112 	5119 	4595 	3662 	2966 	2300 	1786 	: 
EUR,A_GE2_NDCH,MED_E,EL	5035 b	4067 	4092 	3667 	3100 	2785 	2395 	2350 	2225 	2474 	3200 	4880 	6400 	6067 	6100 	6000 	5800 	5667 	5167 	4799 
EUR,A_GE2_NDCH,MED_E,ES	9651 b	8535 	9312 	8534 	8146 	7807 	7190 	7281 	7467 	8233 	8961 	8899 	10336 	11241 	11010 b	8228 	8264 	7715 	6650 	: 
EUR,A_GE2_NDCH,MED_E,EU	: 	: 	: 	11429 e	10918 e	10758 e	10139 e	9837 e	9551 e	9273 e	9578 e	9400 e	9586 e	9662 e	9621 e	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,EU27_2007	: 	: 	: 	11490 e	10979 	10819 	10198 	9894 	9607 	9328 	9634 	9454 	9636 	9662 	9621 	8884 	7918 e	7935 e	: 	: 
EUR,A_GE2_NDCH,MED_E,EU27_2020	11305 	10396 	11087 b	10459 e	9875 e	9688 e	9024 e	8611 e	8277 e	8342 e	8807 e	8701 e	8913 e	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,EU28	: 	: 	: 	11429 e	10918 	10758 	10139 	9837 	9551 	9273 	9577 	9400 	9586 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,FI	16571 	15941 	16509 	16314 	15581 	14765 	14557 	14985 	15372 	15154 	15157 	14635 	14429 	15871 	14767 	12779 	12455 	12217 	11395 	: 
EUR,A_GE2_NDCH,MED_E,FR	7952 b	6501 	7005 b	10951 	10737 	11207 	10631 	11327 	10490 	10898 	11286 	11326 	11015 	10921 	10884 b	7476 	6641 	7002 	7146 	: 
EUR,A_GE2_NDCH,MED_E,HR	5996 b	4834 	5004 	4433 	3934 	3770 	3354 	3264 	3116 	3081 	3175 	3278 	3738 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,HU	4860 b	4477 	4612 	3801 	3480 	3340 	3109 	2789 	2627 	2365 	2483 	2369 	2140 	2572 	2337 	2357 	2251 	1927 	: 	: 
EUR,A_GE2_NDCH,MED_E,IE	21188 b	19179 	21052 b	19816 	19886 	16092 	13605 	13467 	11417 	10709 	10507 	11512 	13518 	16602 	19656 	18781 	17322 	16101 	15173 	14027 
EUR,A_GE2_NDCH,MED_E,IS	: 	: 	: 	: 	36812 	32033 	26744 	22757 	20014 	18125 	16358 	16202 	16238 	21768 	31107 	27119 	26457 	22245 	20599 	: 
EUR,A_GE2_NDCH,MED_E,IT	9497 b	8916 	10120 	9604 	9162 	8919 	8375 	8029 	7973 	8223 	8887 	8709 	9457 	9534 	9173 	8813 	8637 	8601 	8220 	: 
EUR,A_GE2_NDCH,MED_E,LT	7776 b	7293 	6680 	6099 	5257 	5142 	4413 	4003 	3721 	3438 	2871 	2338 	2441 	3589 	3252 	2587 	1566 	1213 	: 	: 
EUR,A_GE2_NDCH,MED_E,LU	33857 b	26055 b	18202 b	18470 	15904 	17100 	17771 b	21307 	20598 	20059 	19822 	19117 	20827 	18860 	18897 	19996 	18988 	20385 	18273 	17004 
EUR,A_GE2_NDCH,MED_E,LV	6642 b	6651 	6457 	6185 	5663 	5106 	4534 	4286 	3968 	3358 	2932 	2543 	2926 	4337 	3984 	2652 	2043 	1319 	: 	: 
EUR,A_GE2_NDCH,MED_E,ME	3663 	3038 	3026 	2880 	2520 	2167 	2100 	2109 	1920 	1879 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,MK	: 	: 	2313 	2107 	2072 	1934 	1733 	1598 	1349 	1206 	1167 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,MT	15016 b	13569 	13193 	11885 	11093 	11063 	10599 	10589 	10350 	9714 	9534 	9144 	9073 	9787 	9159 	7953 	8143 	7578 	: 	: 
EUR,A_GE2_NDCH,MED_E,NL	20146 b	19943 	19000 	16999 	16489 	16460 	15329 b	13995 	14246 	14874 	14728 	15193 	15333 	16162 	15041 	14437 	13858 	13343 	: 	: 
EUR,A_GE2_NDCH,MED_E,NO	27315 	25047 b	29924 	27785 	24165 	26422 	26733 	28777 	31719 	31462 	28754 	22501 	23238 	26642 	24723 	21805 	17499 	20453 	21813 	24244 
EUR,A_GE2_NDCH,MED_E,PL	6125 b	5348 	5043 	4632 	4075 	3772 	3641 	3261 	3330 	3314 	3224 	3070 	2768 	3163 	2443 	1834 	1454 	1039 	: 	: 
EUR,A_GE2_NDCH,MED_E,PT	6331 b	5579 b	5600 	5091 	4475 	3890 	3495 	3321 	3440 	3786 	4176 	5004 	4980 	5329 	4909 	4432 	4278 	4528 	4262 	: 
EUR,A_GE2_NDCH,MED_E,RO	3434 b	3047 	2819 	2557 	2198 	1767 	1606 	1388 	1256 	1150 	1100 	1045 	1120 	1093 	1040 	841 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,RS	: 	2404 	2199 	1896 	1435 	1137 	1115 	1014 	1026 	1186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,SE	18443 	14973 	15670 	15200 	16290 	17318 	16070 	15282 	15640 	15656 	15221 	12895 	11877 	14113 	13299 b	13642 	14105 	13563 	13165 	: 
EUR,A_GE2_NDCH,MED_E,SI	9509 b	8307 	8266 	7561 	6856 	6672 	6370 	6075 	6136 	5944 	6232 	6809 	6418 	6951 	5903 	5488 	5229 	4703 	: 	: 
EUR,A_GE2_NDCH,MED_E,SK	5918 b	5446 	6536 	6363 	6061 	6003 	5433 	5313 	5647 	5021 	5399 	4823 	4752 	4362 	3520 	2929 	2466 	1987 	: 	: 
EUR,A_GE2_NDCH,MED_E,TR	: 	1847 	2316 	2218 	2727 	2991 	2873 	2647 	2754 	2695 	2648 	2727 	2262 	2515 	2418 	2255 	1984 	: 	: 	: 
EUR,A_GE2_NDCH,MED_E,UK	: 	: 	: 	: 	17680 	17806 b	17176 	17446 	17494 	15127 	14622 b	14282 	14333 	14027 	15825 	17318 	16256 	14558 	: 	: 
EUR,A_GE2_NDCH,MED_E,XK	: 	: 	: 	: 	1920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,AL	: 	2593 	2539 	2261 	2039 	1886 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,AT	22047 b	20111 	21478 	21310 	20199 	19922 	18393 	18347 	18925 	16861 	17141 	16582 	16184 	15946 	15326 b	13806 	13721 	13550 	12746 	12039 
EUR,A_GE2_NDCH,MEI_E,BE	18413 b	17080 	18166 	16704 b	16928 	15646 	15470 	15245 	15529 	14975 	14247 	14225 	14341 	14194 	13841 	12853 	12115 	11847 	11248 	11046 
EUR,A_GE2_NDCH,MEI_E,BG	5313 b	5404 	4814 	4380 	3425 	3624 	2984 b	3121 	2900 	2793 	2576 	2673 	2664 	2622 	2067 	1282 	1155 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,CH	36989 	37792 	37202 	33736 	35413 	37342 	38389 	34886 	34409 b	36295 	35471 	30378 	27613 	27411 	25326 	26879 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,CY	13535 b	11437 	11445 	11012 	10358 	9501 	9305 	9490 	10190 	12045 	13645 	13776 	13178 	14156 	14196 b	12860 	12072 	10937 	: 	: 
EUR,A_GE2_NDCH,MEI_E,CZ	10074 b	8810 	8580 	8064 	7212 	6536 	6119 	5754 	5952 	6060 	6040 	5888 	5647 	5906 	4998 	4456 	3861 	3469 	: 	: 
EUR,A_GE2_NDCH,MEI_E,DE	21061 b	20756 	21174 b	17833 	17153 	17046 	16322 	15080 	14278 	14166 	14076 	14116 	14030 	13726 	13717 	13504 	9948 	12146 	: 	: 
EUR,A_GE2_NDCH,MEI_E,DK	28232 b	27325 	25465 b	26017 	26229 	22912 	21727 	20905 	20128 	19724 	20273 	20411 b	20007 	16567 	20044 	19487 	18520 	18017 	16952 	15399 
EUR,A_GE2_NDCH,MEI_E,EA	: 	14838 	15243 b	14476 	13888 e	13721 e	13204 e	12742 e	12542 e	12724 e	13015 e	12936 e	13200 e	13316 e	13085 e	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,EA18	: 	: 	15300 b	14533 	13944 	13776 	13261 	12800 	12542 	12673 	12962 	12880 	13117 	13242 	12873 	11487 	10262 	10676 	: 	: 
EUR,A_GE2_NDCH,MEI_E,EA19	: 	14838 	15243 b	14476 	13888 	13721 	13204 	12742 	12481 	12608 	12893 	12808 	13044 	13172 	12801 	11418 	10199 	10603 	: 	: 
EUR,A_GE2_NDCH,MEI_E,EA20	15772 	14890 	15126 	14357 	13770 	13604 	13089 	12632 	12432 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,EE	13472 	11059 	11004 	10041 	9220 	8188 	7767 	7416 	6537 b	5561 	5099 	4669 	4984 	5846 	5198 	4282 	3536 	2772 	2507 	: 
EUR,A_GE2_NDCH,MEI_E,EL	6544 b	5746 	5668 	5121 	4735 	4359 	4017 	3994 	3959 	4507 	5240 	7110 	8929 	8404 	7907 	7852 	7234 	6998 	6536 	6241 
EUR,A_GE2_NDCH,MEI_E,ES	12626 b	11521 	12044 	11356 	11110 	10797 	10288 	10003 	10062 	10635 	11384 	11453 	12667 	13487 	13038 b	10069 	9506 	9029 	8081 	: 
EUR,A_GE2_NDCH,MEI_E,EU	: 	: 	: 	13848 e	13360 e	13133 e	12586 e	12356 e	12036 e	11777 e	11938 e	11831 e	11884 e	12045 e	12007 e	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,EU27_2007	: 	: 	: 	13925 e	13436 	13207 	12659 	12427 	12106 	11846 	12007 	11898 	11946 	12045 	12007 	11226 	10129 e	10214 e	: 	: 
EUR,A_GE2_NDCH,MEI_E,EU27_2020	14420 	13456 	13595 b	12876 e	12319 e	12062 e	11569 e	11159 e	10898 e	10994 e	11222 e	11136 e	11225 e	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,EU28	: 	: 	: 	13848 e	13360 	13133 	12586 	12356 	12036 	11777 	11938 	11831 	11884 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,FI	20826 	20103 	20824 	19995 	19706 	18744 	18347 	18740 	18852 	18878 	18505 	17321 	16930 	17977 	17423 	15528 	14834 	14878 	13642 	: 
EUR,A_GE2_NDCH,MEI_E,FR	14899 b	13949 	13563 b	16580 	15086 	15691 	15413 	15907 	15681 	15938 	16427 	15657 	15153 	15452 	14509 b	10401 	10145 	10424 	10746 	: 
EUR,A_GE2_NDCH,MEI_E,HR	6814 b	5685 	5541 	5159 	4649 	4627 	4223 	4140 	4009 	3876 	3984 	4166 	4716 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,HU	5919 b	5373 	5187 	4565 	4282 	3816 	3706 	3520 	3408 	3215 	3220 	3211 	2742 	3192 	3046 	2929 	3175 	2434 	: 	: 
EUR,A_GE2_NDCH,MEI_E,IE	25733 b	23253 	23329 b	23439 	22826 	20726 	17641 	17335 	16015 	15927 	15626 	15845 	17125 	19277 	21979 	21898 	19735 	18208 	17207 	16261 
EUR,A_GE2_NDCH,MEI_E,IS	: 	: 	: 	: 	35674 	30924 	25887 	22023 	19245 	18324 	16713 	16686 	17492 	24233 	32506 	28123 	28371 	22487 	20903 	: 
EUR,A_GE2_NDCH,MEI_E,IT	12835 b	11939 	12592 	12152 	11862 	11544 	11229 	10681 	10724 	11036 	11648 	11307 	11685 	11628 	11333 	11237 	10977 	10655 	10117 	: 
EUR,A_GE2_NDCH,MEI_E,LT	10150 b	9304 	8010 	7296 	6620 	6452 	5768 	5239 	4782 	4245 	3826 	3279 	3613 	4510 	3918 	3309 	2375 	1949 	: 	: 
EUR,A_GE2_NDCH,MEI_E,LU	36297 b	29679 b	23646 b	25961 	23298 	24632 	22568 b	26466 	25326 	26531 	25761 	23991 	26233 	26016 	24743 	24688 	22586 	22122 	20567 	21182 
EUR,A_GE2_NDCH,MEI_E,LV	8654 b	8524 	7781 	7651 	6720 	6139 	5710 	5317 	4862 	4301 	3885 	3460 	3998 	5507 	5136 	3294 	2764 	1941 	: 	: 
EUR,A_GE2_NDCH,MEI_E,ME	4152 	3545 	3623 	3367 	3239 	2831 	2769 	2733 	2656 	2655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,MK	: 	: 	2484 	2209 	2238 	2083 	1973 	1796 	1551 	1523 	1531 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,MT	17229 b	16001 	15526 	14023 	13169 	12957 	11948 	11901 	11404 	10786 	10614 	10309 	10138 	10292 	9764 	8594 	8934 	8189 	: 	: 
EUR,A_GE2_NDCH,MEI_E,NL	21782 b	20839 	20694 	19285 	18716 	18525 	17955 b	16613 	16176 	16483 	16057 	16434 	16831 	17314 	16505 	15572 	14718 	14747 	: 	: 
EUR,A_GE2_NDCH,MEI_E,NO	32590 	28854 b	32061 	31924 	27975 	31086 	30485 	31621 	33748 	34681 	31549 	26034 	25180 	28954 	27103 	23405 	21741 	26230 	23778 	27000 
EUR,A_GE2_NDCH,MEI_E,PL	7149 b	6311 	6080 	5640 	5028 	4722 	4584 	4337 	4309 	4227 	4147 	4057 	3547 	4186 	3354 	2666 	2313 	1907 	: 	: 
EUR,A_GE2_NDCH,MEI_E,PT	7942 b	6940 b	6858 	6264 	5650 	5242 	4956 	4821 	4926 	5502 	5645 	6852 	6782 	7038 	6737 	6343 	6121 	6190 	5805 	: 
EUR,A_GE2_NDCH,MEI_E,RO	4210 b	3802 	3589 	3298 	2783 	2165 	1999 	1854 	1689 	1579 	1587 	1601 	1588 	1711 	1635 	1379 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,RS	: 	2968 	2799 	2365 	1809 	1680 	1739 	1580 	1546 	1721 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,SE	21831 	17359 	17138 	17117 	18234 	18317 	17704 	17352 	17532 	17219 	16178 	14023 	12486 	14698 	14067 b	15422 	15211 	14752 	14038 	: 
EUR,A_GE2_NDCH,MEI_E,SI	11121 b	9853 	9833 	9144 	8306 	7921 	7454 	7419 	7349 	7221 	7469 	7880 	7714 	7935 	7020 	6483 	6187 	5566 	: 	: 
EUR,A_GE2_NDCH,MEI_E,SK	6519 b	6036 	6608 	6496 	6057 	6040 	5808 	5471 	5879 	5433 	5878 	5358 	5262 	4755 	3841 	3200 	2746 	2230 	: 	: 
EUR,A_GE2_NDCH,MEI_E,TR	: 	2738 	3361 	3314 	3909 	4478 	4432 	3900 	3942 	3977 	3983 	4178 	3390 	3995 	3713 	3571 	3100 	: 	: 	: 
EUR,A_GE2_NDCH,MEI_E,UK	: 	: 	: 	: 	20114 	20186 b	19003 	19789 	19135 	16696 	16634 b	16687 	16529 	16119 	18356 	20164 	18820 	18285 	: 	: 
EUR,A_GE2_NDCH,MEI_E,XK	: 	: 	: 	: 	2724 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,HH_DCH,MED_E,AL	: 	2020 	2038 	1757 	1593 	1352 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,HH_DCH,MED_E,AT	21594 b	20889 	20277 	18921 	19089 	18341 	17545 	17337 	17286 	16383 	16176 	15738 	15738 	15651 	14736 b	13781 	13336 	12996 	12478 	11533 
EUR,HH_DCH,MED_E,BE	23754 b	21791 	22285 	21040 b	20870 	20171 	19957 	18918 	19166 	19234 	17592 	17055 	16909 	16873 	15856 	15276 	15536 	14278 	13461 	13749 
